Epoch [21/1000] Average train Loss: 3.0749	Average Accuracy: 98.07%	Average Precision: 0.9807	Average Recall: 0.9807	Average F1 Macro: 0.9666	Average F1 Micro: 0.9807	Learning rate: 2e-05
Epoch [22/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [23/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [24/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [25/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [26/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [27/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2e-05
Epoch [28/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2.0000000000000003e-06
Epoch [29/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2.0000000000000003e-06
Epoch [30/1000] Average train Loss: 3.0704	Average Accuracy: 98.51%	Average Precision: 0.9851	Average Recall: 0.9851	Average F1 Macro: 0.9742	Average F1 Micro: 0.9851	Learning rate: 2.0000000000000003e-06
Epoch [31/1000] Average train Loss: 3.0651	Average Accuracy: 99.04%	Average Precision: 0.9904	Average Recall: 0.9904	Average F1 Macro: 0.9834	Average F1 Micro: 0.9904	Learning rate: 2.0000000000000003e-06
Epoch [32/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000003e-06
Epoch [33/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000003e-06
Epoch [34/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
Epoch [35/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
Epoch [36/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
Epoch [37/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
Epoch [38/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
Epoch [39/1000] Average train Loss: 3.0556	Average Accuracy: 100.0%	Average Precision: 1.0000	Average Recall: 1.0000	Average F1 Macro: 1.0000	Average F1 Micro: 1.0000	Learning rate: 2.0000000000000004e-07
